rank,university,位置,score,logo_path,logo_url
151-200,蒂尔堡大学,荷兰,,logos_cn/蒂尔堡大学-m.jpg,https://www.qschina.cn/sites/default/files/tilburg-university_592560cf2aeae70239af4ce5_small.jpg
151-200,托木斯克州立大学,俄罗斯,,logos_cn/托木斯克州立大学-m.jpg,https://www.qschina.cn/sites/default/files/tomsk-state-university_616_small.jpg
151-200,马德里自治大学,西班牙,,logos_cn/马德里自治大学-m.jpg,https://www.qschina.cn/sites/default/files/universidad-autnoma-de-madrid_379_small.jpg
151-200,马德里康普顿斯大学（UCM）,西班牙,,logos_cn/马德里康普顿斯大学（UCM）-m.jpg,https://www.qschina.cn/sites/default/files/complutense-university-of-madrid_592560cf2aeae70239af4bff_small.jpg
151-200,布宜诺斯艾利斯大学,阿根廷,,logos_cn/布宜诺斯艾利斯大学-m.jpg,https://www.qschina.cn/sites/default/files/universidad-de-buenos-aires-uba_78_small.jpg
151-200,洛斯安第斯哥伦比亚大学,哥伦比亚,,logos_cn/洛斯安第斯哥伦比亚大学-m.jpg,https://www.qschina.cn/sites/default/files/universidad-de-los-andes_592560cf2aeae70239af4bf6_small.jpg
151-200,圣保罗大学,巴西,,logos_cn/圣保罗大学-m.jpg,https://www.qschina.cn/sites/default/files/universidade-de-so-paulo_550_small.jpg
151-200,金边大学,巴西,,logos_cn/金边大学-m.jpg,https://www.qschina.cn/sites/default/files/universidade-estadual-de-campinas-unicamp_96_small.jpg
151-200,罗马帝国大学,意大利,,logos_cn/罗马帝国大学-m.jpg,https://www.qschina.cn/sites/default/files/universit-degli-studi-roma-tre_15002_small.jpg
151-200,博洛尼亚大学,意大利,,logos_cn/博洛尼亚大学-m.jpg,https://www.qschina.cn/sites/default/files/alma-mater-studiorum-university-of-bologna_592560cf2aeae70239af4ac0_small.jpg
151-200,耶拿大学,德国,,logos_cn/耶拿大学-m.jpg,https://www.qschina.cn/sites/default/files/universitt-jena_592560cf2aeae70239af4bb5_small.jpg
151-200,安特卫普大学,比利时,,logos_cn/安特卫普大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-antwerp_21_small.jpg
151-200,巴塞尔大学,瑞士,,logos_cn/巴塞尔大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-basel_46_small.jpg
151-200,伯尔尼大学,瑞士,,logos_cn/伯尔尼大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-bern_55_small.jpg
151-200,科罗拉多大学博尔德分校,美国,,logos_cn/科罗拉多大学博尔德分校-m.jpg,https://www.qschina.cn/sites/default/files/university-of-colorado-boulder_137_small.jpg
151-200,埃克塞斯大学,英国,,logos_cn/埃克塞斯大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-essex_592560cf2aeae70239af4b4c_small.jpg
151-200,夏威夷大学马诺亚分校,美国,,logos_cn/夏威夷大学马诺亚分校-m.jpg,https://www.qschina.cn/sites/default/files/university-of-hawaii-at-maoa_255_small.jpg
151-200,赫特福德大学,英国,,logos_cn/赫特福德大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-hertfordshire_592560cf2aeae70239af50de_small.jpg
151-200,伊利诺伊大学芝加哥分校,美国,,logos_cn/伊利诺伊大学芝加哥分校-m.jpg,https://www.qschina.cn/sites/default/files/university-of-illinois-chicago-uic_592560cf2aeae70239af4b9a_small.jpg
151-200,University of Memphis,美国,,logos_cn/University of Memphis-m.jpg,https://www.qschina.cn/sites/default/files/university-of-memphis_592560cf2aeae70239af51bd_small.jpg
151-200,宾夕法尼亚大学,美国,,logos_cn/宾夕法尼亚大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-pennsylvania_495_small.jpg
151-200,斯特林大学,英国,,logos_cn/斯特林大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-stirling_575_small.jpg
151-200,塔尔图大学,爱沙尼亚,,logos_cn/塔尔图大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-tartu_592560cf2aeae70239af4d08_small.jpg
151-200,伍伦贡大学,澳大利亚,,logos_cn/伍伦贡大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-wollongong_680_small.jpg
151-200,约克大学,英国,,logos_cn/约克大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-york_689_small.jpg
151-200,范德比尔特大学,美国,,logos_cn/范德比尔特大学-m.jpg,https://www.qschina.cn/sites/default/files/vanderbilt-university_649_small.jpg
151-200,约克大学,加拿大,,logos_cn/约克大学-m.jpg,https://www.qschina.cn/sites/default/files/york-university_592560cf2aeae70239af4d39_small.jpg
151-200,浙江大学,中国(大陆),,logos_cn/浙江大学-m.jpg,https://www.qschina.cn/sites/default/files/zhejiang-university_592560cf2aeae70239af4d37_small.jpg
