rank,university,位置,score,logo_path,logo_url
151-200,塞维利亚大学,西班牙,,logos_cn/塞维利亚大学-m.jpg,https://www.qschina.cn/sites/default/files/universidad-de-sevilla_554_small.jpg
151-200,哥伦比亚国立大学,哥伦比亚,,logos_cn/哥伦比亚国立大学-m.jpg,https://www.qschina.cn/sites/default/files/universidad-nacional-de-colombia_592560cf2aeae70239af4b0b_small.jpg
151-200,新里斯本大学,葡萄牙,,logos_cn/新里斯本大学-m.jpg,https://www.qschina.cn/sites/default/files/universidade-nova-de-lisboa_460_small.jpg
151-200,米兰大学,意大利,,logos_cn/米兰大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-milan_1873_small.jpg
151-200,那不勒斯腓特烈二世大学,意大利,,logos_cn/那不勒斯腓特烈二世大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-naples-federico-ii_432_small.jpg
151-200,比勒费尔德大学,德国,,logos_cn/比勒费尔德大学-m.jpg,https://www.qschina.cn/sites/default/files/universitt-bielefeld_57_small.jpg
151-200,科隆大学,德国,,logos_cn/科隆大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-cologne_592560cf2aeae70239af4bc6_small.jpg
151-200,法语天主教鲁汶大学,比利时,,logos_cn/法语天主教鲁汶大学-m.jpg,https://www.qschina.cn/sites/default/files/universit-catholique-de-louvain-uclouvain_592560cf2aeae70239af4aed_small.jpg
151-200,蒙特利尔大学,加拿大,,logos_cn/蒙特利尔大学-m.jpg,https://www.qschina.cn/sites/default/files/universit-de-montral_417_small.jpg
151-200,Université de Paris,法国,,logos_cn/Université de Paris-m.jpg,https://www.qschina.cn/sites/default/files/universit-de-paris_5ddd0e075c52f3703747e454_small.jpg
151-200,马来亚大学（UM）,马来西亚,,logos_cn/马来亚大学（UM）-m.jpg,https://www.qschina.cn/sites/default/files/universiti-malaya-um_383_small.jpg
151-200,阿伯丁大学,英国,,logos_cn/阿伯丁大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-aberdeen_592560cf2aeae70239af4a8b_small.jpg
151-200,阿尔伯塔大学,加拿大,,logos_cn/阿尔伯塔大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-alberta_15_small.jpg
151-200,巴塞尔大学,瑞士,,logos_cn/巴塞尔大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-basel_46_small.jpg
151-200,伯尔尼大学,瑞士,,logos_cn/伯尔尼大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-bern_55_small.jpg
151-200,加州大学欧文分校,美国,,logos_cn/加州大学欧文分校-m.jpg,https://www.qschina.cn/sites/default/files/university-of-california-irvine_86_small.jpg
151-200,加州大学圣芭芭拉分校,美国,,logos_cn/加州大学圣芭芭拉分校-m.jpg,https://www.qschina.cn/sites/default/files/university-of-california-santa-barbara-ucsb_91_small.jpg
151-200,科英布拉大学,葡萄牙,,logos_cn/科英布拉大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-coimbra_592560cf2aeae70239af4b07_small.jpg
151-200,德里大学,印度,,logos_cn/德里大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-delhi_156_small.jpg
151-200,东英吉利大学（UEA）,英国,,logos_cn/东英吉利大学（UEA）-m.jpg,https://www.qschina.cn/sites/default/files/university-of-east-anglia-uea_637_small.jpg
151-200,佛罗里达大学,美国,,logos_cn/佛罗里达大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-florida_212_small.jpg
151-200,里斯本大学,葡萄牙,,logos_cn/里斯本大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-lisbon_1475_small.jpg
151-200,匹兹堡大学,美国,,logos_cn/匹兹堡大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-pittsburgh_500_small.jpg
151-200,雷丁大学,英国,,logos_cn/雷丁大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-reading_517_small.jpg
151-200,威特沃特斯兰德大学,南非,,logos_cn/威特沃特斯兰德大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-the-witwatersrand_679_small.jpg
151-200,华沙大学,波兰,,logos_cn/华沙大学-m.jpg,https://www.qschina.cn/sites/default/files/university-of-warsaw_663_small.jpg
151-200,华盛顿大学在圣路易斯,美国,,logos_cn/华盛顿大学在圣路易斯-m.jpg,https://www.qschina.cn/sites/default/files/washington-university-in-st.-louis_668_small.jpg
151-200,韦仕敦大学（西安大略大学）,加拿大,,logos_cn/韦仕敦大学（西安大略大学）-m.jpg,https://www.qschina.cn/sites/default/files/the-university-of-western-ontario_674_small.jpg
151-200,威廉姆斯大学明斯特,德国,,logos_cn/威廉姆斯大学明斯特-m.jpg,https://www.qschina.cn/sites/default/files/westflische-wilhelms-universitt-mnster_421_small.jpg
151-200,威廉玛丽学院,美国,,logos_cn/威廉玛丽学院-m.jpg,https://www.qschina.cn/sites/default/files/college-of-william-mary_592560cf2aeae70239af4b08_small.jpg
